订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
204927687871829420,2018秋季新款中长款宽松条纹衬衫女chic早秋上衣港味长袖原宿风,258,1,AW1477_1,颜色分类：拼色条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1477_1
204926875752172208,复古连衣裙夏装宽松2018新款中长款慵懒风裙子温柔i miss裙超仙女,246,1,AW1338_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1338_2
204926875752172208,极简主义连衣裙女2018夏季新款小清新裙子冷淡风长款衬衫裙慵懒风,219,1,AW1357_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1357_2
204562257431741226,pphome裙18吊带背带连衣裙女2018夏装新款宽松复古长裙子中长款夏,240,1,AW301,颜色分类：绿色;尺码：均码,null,null,卖家已发货，等待买家确认,AW301
202913295664809966,2018夏新款白色褶皱雪纺衫女蕾丝洋气时尚小衫复古温柔风露肩上衣,239,1,AW1222_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1222_1
202858216333555985,pphome裙18吊带背带连衣裙女2018夏装新款宽松复古长裙子中长款夏,240,1,AW301,颜色分类：绿色;尺码：均码,null,null,卖家已发货，等待买家确认,AW301
204399520151066129,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_1,颜色分类：蓝条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1485_1
202815516919158161,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
202815516919158161,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
204669694678151814,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
204669694678151814,2018春秋季新款白色衬衫女chic长袖韩版学生上衣百搭宽松打底衬衣,245,1,AW396,颜色分类：白色;尺码：均码,null,null,卖家已发货，等待买家确认,AW396
204669694678151814,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_1,颜色分类：黑白;尺码：S,null,null,卖家已发货，等待买家确认,AW1479_1
202849483861537984,紫罗兰百褶连衣裙女夏装新款2018韩版宽松不规则裙长裙慵懒风chic,268,1,AW1348_1,颜色分类：紫色;尺码：S,null,null,卖家已发货，等待买家确认,AW1348_1
202849483861537984,2018秋新款韩版宽松中长款早秋衬衫裙慵懒风chic上衣港味长袖外套,269,1,AW1506_1,颜色分类：肉桂色;尺码：S,null,null,买家已付款，等待卖家发货,AW1506_1
204843519698693019,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_2,颜色分类：白色[送打底吊带];尺码：M,null,null,卖家已发货，等待买家确认,AW1400_2
202660173082638862,2018春秋新款韩版开学季chic外套女宽松百搭中长款棒球服学生港味,448.5,1,AW1051_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1051_1
204400417941284406,秋装2018墨绿色小香风小西装套装女新款韩国复古chic休闲西服外套,522,1,AW814_1,颜色分类：墨绿色;尺码：S,null,null,卖家已发货，等待买家确认,AW814_1
202550274481419691,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1165_1
204245492391292504,2018新款张韶涵明星同款民族风印花连体裤宽松女夏阔腿裤薄款短裤,248,1,AW1377_1,颜色分类：印花;尺寸：S,null,null,卖家已发货，等待买家确认,AW1377_1
204365529746762530,秋季女2018新款名媛小香风连衣裙韩版宽松中长款 pphome裙子长裙,368,1,AW1467_1,颜色分类：黄白格;尺码：S,null,null,卖家已发货，等待买家确认,AW1467_1
204365529746762530,格纹荷叶边衬衫女2018新款小清新娃娃衫宽松衬衣夏薄款防晒上衣,199,1,AW1380_1,颜色分类：黄蓝格;尺码：S,null,null,卖家已发货，等待买家确认,AW1380_1
204365529746762530,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,卖家已发货，等待买家确认,AW1490_2
202575724463101469,2018秋新款韩版宽松中长款早秋衬衫裙慵懒风chic上衣港味长袖外套,269,1,AW1506_1,颜色分类：肉桂色;尺码：S,null,null,卖家已发货，等待买家确认,AW1506_1
204330053454907211,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1207_1
204330053454907211,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
202436202955135249,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
204172860226558108,2018春秋韩版外套女酷街头宽松嘻哈学生糖果色工装棒球服bf风衣潮,387,1,AW798_2,颜色分类：拼色;尺码：M,null,null,交易关闭,AW798_2
204172860226558108,原宿灯笼袖卫衣女2018春装新款韩版学生中长款慵懒套头蝙蝠袖衫潮,294,1,AW172_1,颜色分类：灰色;尺码：均码,null,null,卖家已发货，等待买家确认,AW172_1
204172860226558108,藏青色连帽卫衣女装中长款2018春季新款ins超火的外套宽松连衣裙,888,1,AW1125_2,颜色分类：藏青色;尺码：M,null,null,卖家已发货，等待买家确认,AW1125_2
204172860226558108,拼接撞色超人蝙蝠袖中长款卫衣女2018春季新款宽松韩范ins超火,432,1,AW1169_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1169_2
204386754423485019,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1468_2
204230541277600210,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,312,1,AW1195_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1195_2
204230541277600210,2018早秋新款小蜜蜂花色短袖衬衫女韩范娃娃衫chic上衣慵懒风港味,282,1,AW1205_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1205_2
204230541277600210,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
202347245794168353,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_1,颜色分类：彩色条纹;尺码：S,null,null,交易关闭,AW1497_1
202347245794168353,条纹拼接风衣女中长款韩版秋季2018新款港风chic气质lulu学历外套,288,1,AW1470_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1470_1
202297069585321153,2018春秋季新款卫衣女学生宽松运动上衣红色嘻哈少女外套街头bf风,888,1,AW1099_1,颜色分类：红黑色;尺码：S,null,null,卖家已发货，等待买家确认,AW1099_1
202297069585321153,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_1,颜色分类：花色;尺码：S,null,null,交易关闭,AW1468_1
202193666737709977,学院风v领宽松针织衫毛衣马甲女背心短款学生2018春装新款韩版,342,1,AW1086_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1086_1
202193666737709977,白衬衫女2018早秋新款长袖宽松ins超火的衬衣心机chic上衣设计感,253.5,1,AW1055_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1055_1
202322439133684294,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
202322439133684294,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,买家已付款，等待卖家发货,AW1490_1
202322439133684294,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
204100313296509900,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,交易关闭,AW1489_1
204100313296509900,蓝色衬衫女长袖宽松男友风条纹衬衣2018秋季新款ins超火的衬衫女,888,1,AW1122_1,颜色分类：黑白条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1122_1
202252859622610948,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
202252859622610948,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,买家已付款，等待卖家发货,AW1490_1
202252859622610948,朋克风黑色铆钉小皮裙女2018春季新款韩版高腰包臀半身裙a字裙,297,1,AW885_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW885_2
202252859622610948,港风牛仔外套女红色复古秋季韩版bf原宿宽松樱田川岛外套chic潮,258,1,AW1482_1,颜色分类：红色;尺码：S,null,null,卖家已发货，等待买家确认,AW1482_1
204057753762135616,格子套装女2018新款秋季韩版宽松慵懒风针织毛衣开衫两件套港味,408,1,AW1492_2,颜色分类：红白;尺码：M,null,null,卖家已发货，等待买家确认,AW1492_2
175694569510440095,2018新款学院风娃娃领连衣裙女韩版宽松慵懒风裙夏褶皱裙复古,229,1,AW1398_2,颜色分类：蓝色;尺码：M,null,null,卖家已发货，等待买家确认,AW1398_2
202144525232675651,蓝色复古牛仔裤女宽松直筒chic韩风裤子高腰阔腿裤潮九分裤,253.5,1,AW1210_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1210_2
202144525232675651,拼接条纹衬衫女2018新款韩版宽松chic早秋衬衫上衣港味长袖衬衣潮,229,1,AW1500_1,颜色分类：藏青白;尺码：S,null,null,卖家已发货，等待买家确认,AW1500_1
202144525232675651,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_1,颜色分类：桔色;尺码：S,null,null,卖家已发货，等待买家确认,AW1317_1
202193555714922944,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,请尽快发货，请包装好发正确地址正确的M码货物，谢谢卖家,卖家已发货，等待买家确认,AW1448_2
204152814867346505,2018秋季新款宽松港风外套女复古夹克棒球服bf风韩版樱田川岛外套,369,1,AW1480_1,颜色分类：黑色;尺码：S,null,null,卖家已发货，等待买家确认,AW1480_1
204152814867346505,2018春秋新款chic西装阔腿裤闺蜜装时尚俏皮社会套装女港风两件套,888,1,AW1131_1,颜色分类：姜黄色;尺码：S,null,null,卖家已发货，等待买家确认,AW1131_1
204152814867346505,夏季ins超火的上衣短袖樱田川岛白色T恤女bf韩系chic中长款体恤裙,207,1,AW1178_1,主要颜色：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1178_1
202124756084495451,木耳荷叶边连衣裙秋装2018新款宽松港味气质中长款chic衬衫女裙子,288,1,AW1483_1,颜色分类：锈红色[活动价229提前享];尺码：S,null,null,卖家已发货，等待买家确认,AW1483_1
202027318758495451,秋装2018墨绿色小香风小西装套装女新款韩国复古chic休闲西服外套,522,1,AW814_2,颜色分类：墨绿色;尺码：M,null,null,卖家已发货，等待买家确认,AW814_2
202027318758495451,2018早春韩版新款灯笼袖长袖BF衬衫裙女韩国中长款收腰衬衫宽松,352.5,1,AW497_4,颜色分类：绿色;尺码：M,null,null,卖家已发货，等待买家确认,AW497_4
202027318758495451,秋季新款英伦风毛呢格子小西装外套女中长款韩版宽松休闲chic西服,387,1,AW809_2,颜色分类：格子;尺码：M,null,null,卖家已发货，等待买家确认,AW809_2
204134866259077124,红色半身裙女2018秋季新款chic短裙高腰A字裙韩版宽松包臀裙复古,179,1,AW1499_1,颜色分类：桔红;尺码：S,null,null,卖家已发货，等待买家确认,AW1499_1
204119690210130718,2018新款张韶涵明星同款民族风印花连体裤宽松女夏阔腿裤薄款短裤,248,1,AW1377_2,颜色分类：印花;尺寸：M,null,null,卖家已发货，等待买家确认,AW1377_2
204119690210130718,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
204119690210130718,港味复古连衣裙女2018新款收腰长裙慵懒风pp home裙子夏极简主义,218,1,AW1399_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1399_2
204119690210130718,2018早秋新款小蜜蜂花色短袖衬衫女韩范娃娃衫chic上衣慵懒风港味,282,1,AW1205_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1205_2
204119690210130718,重工刺绣连衣裙女夏2018新款宽松中长款蕾丝冷淡风仙女裙子超仙,268,1,AW1291_2,颜色分类：卡其色;尺码：M,null,null,卖家已发货，等待买家确认,AW1291_2
202071668212029164,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1479_2
202071668212029164,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_2,颜色分类：彩色条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1497_2
201922934764470160,白色连衣裙女夏2018新款宽松中长款长裙慵懒风chic裙子极简主义,268,1,AW1330_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1330_1
203912713508899712,红色半身裙女2018秋季新款chic短裙高腰A字裙韩版宽松包臀裙复古,179,1,AW1499_2,颜色分类：桔红;尺码：M,null,null,卖家已发货，等待买家确认,AW1499_2
203912713508899712,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,交易关闭,AW1479_2
203780944164913235,冷淡风连衣裙女2018新款宽松慵懒风pp home裙子夏港味复古长裙,219,1,AW1405_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1405_1
201902522274846474,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
201963309609603391,2018夏装新款宽松遮肚子雪纺衫白色网纱蕾丝雪纺韩版蓬蓬上衣超仙,245,1,AW1326_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1326_1
201963309609603391,黑色连帽bf卫衣女2018秋装新款韩版宽松ulzzang印花上衣chic外套,313.5,1,AW1075_1,颜色分类：黑色;尺码：S,null,null,卖家已发货，等待买家确认,AW1075_1
201963309609603391,垂感阔腿裤女夏2018新款韩范宽松斜纹空调裤怪味少女裤子薄高腰,188,1,AW1328_1,颜色分类：棕色;尺寸：S,null,null,卖家已发货，等待买家确认,AW1328_1
201861333904632691,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_1,颜色分类：蓝条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1485_1
201861333904632691,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1479_2
201784950437294987,2018秋季新款宽松韩版长袖套头毛衣女慵懒风chic针织衫外套上衣,258,1,AW1496_1,颜色分类：黄色;尺码：S,null,null,卖家已发货，等待买家确认,AW1496_1
201784950437294987,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1486_1
201776017635744364,荷叶边拼色连衣裙女夏新款格子睡衣中长款宽松睡裙可外穿家居服,258,1,AW1432_2,颜色分类：马卡龙格子;尺码：M,null,null,卖家已发货，等待买家确认,AW1432_2
201753281726086643,阔腿裤女2018新款秋季韩版运动裤女宽松直筒休闲裤百搭长裤高腰,228,1,AW1476_2,颜色分类：红色;尺寸：M,null,null,交易关闭,AW1476_2
201753281726086643,2018早秋新款小蜜蜂花色短袖衬衫女韩范娃娃衫chic上衣慵懒风港味,282,1,AW1205_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1205_2
201753281726086643,白色连衣裙女夏2018新款宽松中长款长裙慵懒风chic裙子极简主义,268,1,AW1330_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1330_2
201753281726086643,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1299_2
204063159547291533,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
204063159547291533,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1390_1
204063159547291533,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,312,1,AW1195_1,颜色分类：花色;尺码：S,null,null,交易关闭,AW1195_1
201783215185077280,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
201783215185077280,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
203582172395448034,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
203582172395448034,白衬衫女2018新款吊带外穿小衫防晒娃娃衫上衣显瘦心机上衣设计感,218,1,AW1346_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1346_2
203824486390453327,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
203824486390453327,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,卖家已发货，等待买家确认,AW1490_1
201597826239765464,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
201597826239765464,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,卖家已发货，等待买家确认,AW1490_1
203786294307106038,2018夏季新款冷淡风连衣裙女装极简中长款宽松ins超火文艺裙子复,268,1,AW1214_2,颜色分类：浅鹅黄;尺码：M,null,null,交易成功,AW1214_2
203786294307106038,极简主义连衣裙女2018夏季新款小清新裙子冷淡风长款衬衫裙慵懒风,219,1,AW1357_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1357_2
201628008922179351,夏2018新款长款宽松大t恤女短袖下衣失踪中长款樱田川岛过膝裙,179,1,AW1300_1,主要颜色：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1300_1
201628008922179351,长款T恤裙子夏季2018新款宽松过膝连衣裙女极简主义慵懒风假两件,208,1,AW1351_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1351_1
201576152389730175,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
201576152389730175,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,买家已付款，等待卖家发货,AW1490_2
201490250131356147,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色[送打底吊带];尺码：S,null,null,卖家已发货，等待买家确认,AW1400_1
203562517658234534,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,卖家已发货，等待买家确认,AW1490_1
203562517658234534,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
201453848998262083,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,交易成功,AW1406_2
201453848998262083,夏2018新款长款宽松大t恤女短袖下衣失踪中长款樱田川岛过膝裙,179,1,AW1300_2,主要颜色：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1300_2
201439288274148951,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_2,颜色分类：白色[送打底吊带];尺码：M,null,null,卖家已发货，等待买家确认,AW1400_2
203291672901125410,夏2018新款长款宽松大t恤女短袖下衣失踪中长款樱田川岛过膝裙,179,1,AW1300_2,主要颜色：拼色;尺码：M,null,null,交易成功,AW1300_2
203291672901125410,紫罗兰百褶连衣裙女夏装新款2018韩版宽松不规则裙长裙慵懒风chic,268,1,AW1348_2,颜色分类：紫色;尺码：M,null,null,卖家已发货，等待买家确认,AW1348_2
203291672901125410,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_2,颜色分类：桔色;尺码：M,null,null,卖家已发货，等待买家确认,AW1317_2
203416693392125410,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
201151310633625084,V领碎花连衣裙女夏2018新款宽松中长款荷叶边复古chic冷淡风裙子,218,1,AW1334_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1334_2
203173624499566838,2018夏新款法式复古黑色连衣裙女宽松极简主义慵懒风chic长裙子,285,1,AW1309_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1309_2
201091138615129771,黑白波点衬衫女洋气小衫港风衬衣2018新款秋季女上衣娃娃衫chic,198,1,AW1484_2,颜色分类：黑白波点;尺码：M,null,null,交易成功,AW1484_2
201091138615129771,格纹连衣裙女夏2018新款荷叶边裙慵懒风裙子宽松极简主义长裙复古,258,1,AW1387_2,颜色分类：红蓝格;尺码：M,null,null,卖家已发货，等待买家确认,AW1387_2
201211595002079059,阔腿裤女2018新款秋季韩版运动裤女宽松直筒休闲裤百搭长裤高腰,228,1,AW1476_2,颜色分类：红色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1476_2
201211595002079059,毛衣外套女韩版2018秋季新款针织衫慵懒风宽松chic罩衫薄款复古,268,1,AW1495_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1495_2
201211595002079059,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
201211595002079059,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,卖家已发货，等待买家确认,AW1490_2
175653576556970198,2018新款宽松荷叶袖女娃娃衫上衣蓬蓬夏洋气小衫露背心机设计衬衫,238,1,AW1455_1,颜色分类：卡其+白;尺码：S,null,null,卖家已发货，等待买家确认,AW1455_1
175653576556970198,裤子2018新款女夏韩版休闲裤薄款哈伦裤宽松直筒高腰裤子长裤小脚,228,1,AW1463_1,颜色分类：米白色;尺寸：S,null,null,卖家已发货，等待买家确认,AW1463_1
200998150041064843,2018秋季港味连帽polo卫衣女宽松韩版中长款长袖ins超火的外套潮,888,1,AW1182_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1182_2
200998150041064843,2018春秋港风樱田川岛外套女ins假两件飞行员夹克棒球服港味上衣,888,1,AW1132_2,颜色分类：焦糖色;尺码：M,null,null,交易成功,AW1132_2
203555687311254106,2018新款张韶涵明星同款民族风印花连体裤宽松女夏阔腿裤薄款短裤,248,1,AW1377_2,颜色分类：印花;尺寸：M,null,null,卖家已发货，等待买家确认,AW1377_2
201018869008895886,欧美个性原宿ulzzang连衣裙中长款夏2017新款宽松减龄显瘦衬衫裙,267,1,AW709_2,颜色分类：蓝色;尺码：M,null,null,交易成功,AW709_2
201018869008895886,2018秋季新款韩版love字母刺绣浅粉色衬衫女中长款宽松长袖衬衣,888,1,AW1100_2,颜色分类：浅蓝色;尺码：M,null,null,卖家已发货，等待买家确认,AW1100_2
201043844247853064,2018春季新款墨绿色背心皮马甲女中长款韩版宽松无袖坎肩风衣外套,888,1,AW1118_1,颜色分类：墨绿色;尺码：S,null,null,交易关闭,AW1118_1
201043844247853064,夏季ins超火的上衣短袖樱田川岛白色T恤女bf韩系chic中长款体恤裙,207,1,AW1178_2,主要颜色：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1178_2
200958166028727249,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
200908522457050989,大翻领印花条纹连衣裙女夏新款宽松衬衫裙慵懒风裙子极简主义裙子,229,1,AW1378_1,颜色分类：黄蓝条;尺码：S,null,null,卖家已发货，等待买家确认,AW1378_1
200901690711756553,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_1,颜色分类：彩色条纹;尺码：S,null,null,交易成功,AW1497_1
200901690711756553,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
200891470921269449,2018夏新款法式复古黑色连衣裙女宽松极简主义慵懒风chic长裙子,285,1,AW1309_2,颜色分类：黑色;尺码：M,null,null,交易成功,AW1309_2
200891470921269449,2018新款宽松蕾丝拼接条纹衬衫裙女夏慵懒风裙子极简主义 连衣裙,258,1,AW1388_2,颜色分类：黄白条;尺码：M,null,null,卖家已发货，等待买家确认,AW1388_2
200891470921269449,极简主义连衣裙女2018夏季新款小清新裙子冷淡风长款衬衫裙慵懒风,219,1,AW1357_2,颜色分类：拼色;尺码：M,null,null,交易成功,AW1357_2
